fm_uid,name,nationality,nationality_code,birth_date,level,quote,karten_tendenz,spielfluss_tendenz,vorsaison_spiele,vorsaison_gelb_avg,vorsaison_rot,vorsaison_elfmeter,vorsaison_umstritten,vorsaison_competitions
2000255581,Manuel Baumann,Österreich,at,01.07.2001,2,9,11,10,16,"4,4",1,3,1,"2. Liga, ÖFB-Cup"
16018341,Sebastian Gruber,Österreich,at,01.07.1980,2,16,5,16,20,"3,8",2,3,0,"2. Liga, ÖFB-Cup"
16161930,Markus Lamb,Österreich,at,01.07.1982,2,15,8,13,20,"4,1",2,4,0,"2. Liga, ÖFB-Cup"
65036661,Clifford Motaung,Südafrika,za,01.07.1988,2,8,11,10,16,"4,1",2,4,0,"2. Liga, Nationaler Pokal"
66045631,Jin-Jae Moon,Südkorea,kr,01.07.1993,2,7,11,10,17,"4,5",1,4,1,"2. Liga, Nationaler Pokal"
2000003665,Christoph Marik,Österreich,at,01.07.1978,2,16,7,14,18,"4,0",2,5,0,"2. Liga, ÖFB-Cup"
2000126171,Norbert Szilágyi,Ungarn,hu,01.07.1986,2,9,11,10,16,"4,3",2,4,0,"2. Liga, Nationaler Pokal"
2000265952,Teddy Dahlin,Schweden,se,01.07.1999,2,12,12,9,20,"4,3",3,4,0,"2. Liga, Nationaler Pokal"
33068613,Mohammed El Emara,Ägypten,eg,01.07.1986,2,9,11,10,20,"4,4",1,5,1,"2. Liga, Nationaler Pokal"
39057316,Elvar Smári Arnarsson,Island,is,01.07.1997,2,9,11,10,19,"4,3",1,5,1,"2. Liga, Nationaler Pokal"
75050953,Felipe Jerez,Chile,cl,01.07.1990,2,9,11,10,18,"4,6",1,3,1,"2. Liga, Nationaler Pokal"
91102882,Martin Bärmann,Deutschland,de,01.07.1984,2,14,11,10,20,"4,4",2,4,0,"2. Bundesliga, DFB-Pokal"
91166687,Michael Wilske,Deutschland,de,01.07.1976,2,9,11,10,20,"4,2",1,3,1,"2. Bundesliga, DFB-Pokal"
93127264,Pontus Olofsson,Schweden,se,01.07.1993,2,9,9,12,20,"4,0",2,3,1,"2. Liga, Nationaler Pokal"
2000027063,Bence Bognár,Ungarn,hu,01.07.1995,2,9,11,10,19,"4,6",1,2,0,"2. Liga, Nationaler Pokal"
2000049376,Franco Morón,Argentinien,ar,01.07.1994,2,15,11,10,18,"4,3",2,5,0,"2. Liga, Nationaler Pokal"
2000110423,Franziska Wildfeuer,Deutschland,de,01.07.1994,2,9,11,10,17,"4,5",2,5,0,"2. Bundesliga, DFB-Pokal"
2000221302,Deividas Klimas,Litauen,lt,01.07.1998,2,9,11,10,20,"4,6",2,4,1,"2. Liga, Nationaler Pokal"
2000274349,Henoc Ekanga,Schweden,se,01.07.1998,2,10,9,12,19,"4,4",2,4,1,"2. Liga, Nationaler Pokal"
43266467,Paride Tremolada,Italien,it,01.07.1989,2,14,8,13,16,"4,1",2,3,0,"Serie B, Coppa Italia"
2000110018,Luca Schelbli,Schweiz,ch,01.07.1994,2,9,11,10,20,"4,7",2,4,1,"Challenge League, Schweizer Cup"
2000255550,Gheorghe Adrian Enachi,Österreich,at,01.07.1983,2,9,11,10,19,"4,6",1,4,1,"2. Liga, ÖFB-Cup"
16073120,Bernd Eigler,Österreich,at,01.07.1984,2,15,3,18,17,"3,7",1,2,0,"2. Liga, ÖFB-Cup"
30033648,Genc Nuza,Kosovo,xk,01.07.1989,2,9,11,10,17,"4,2",2,4,0,"2. Liga, Nationaler Pokal"
65036596,Moses Nthite,Südafrika,za,01.07.1985,2,9,11,10,18,"4,2",2,3,1,"2. Liga, Nationaler Pokal"
65036689,Tshepo Nojila,Südafrika,za,01.07.1988,2,9,11,10,16,"4,5",3,3,0,"2. Liga, Nationaler Pokal"
66045648,Soo-Hyun Kim,Südkorea,kr,01.07.1983,2,7,11,10,16,"4,3",2,3,0,"2. Liga, Nationaler Pokal"
2000054987,Roman Hürlimann,Schweiz,ch,01.07.1990,2,9,11,10,17,"4,4",2,3,1,"Challenge League, Schweizer Cup"
2000110002,Marco Helbling,Schweiz,ch,01.07.1996,2,9,11,10,16,"4,2",2,2,1,"Challenge League, Schweizer Cup"
82065911,Jeremy Holland,Bahamas,bs,01.07.1976,2,9,11,10,20,"4,3",2,3,1,"2. Liga, Nationaler Pokal"
2000027437,Peter Manastyrsky,Kanada,ca,01.07.1979,2,9,11,10,19,"4,7",3,3,1,"2. Liga, Nationaler Pokal"
71115441,Dmytro Oganesian,Ukraine,ua,01.07.1986,2,9,11,10,20,"4,1",2,3,1,"2. Liga, Nationaler Pokal"
2000032930,Simone Della Mea,Italien,it,01.07.1997,2,9,11,10,16,"4,6",1,3,0,"Serie B, Coppa Italia"
2000255534,Lena Hirtl,Österreich,at,01.07.1998,2,9,11,10,19,"4,1",1,3,0,"2. Liga, ÖFB-Cup"
4200028,Luis Martín Ortín Salvador,Spanien,es,01.07.1975,2,13,8,13,20,"3,7",1,3,0,"La Liga 2, Copa del Rey"
18054394,Yves Verslycken,Belgien,be,01.07.1986,2,14,15,6,20,"4,7",1,4,0,"Challenger Pro League, Beker van België"
39057251,Sveinn Tjörvi Viðarsson,Island,is,01.07.1985,2,9,11,10,16,"4,6",2,4,0,"2. Liga, Nationaler Pokal"
54003096,Michał Mularczyk,Polen,pl,01.07.1980,2,9,11,10,19,"4,2",3,3,1,"2. Liga, Nationaler Pokal"
91199582,Julian Kreye,Deutschland,de,01.07.1988,2,9,11,10,19,"4,3",3,3,1,"2. Bundesliga, DFB-Pokal"
96010902,Marcin Liana,Polen,pl,01.07.1977,2,9,11,10,20,"4,5",1,5,1,"2. Liga, Nationaler Pokal"
2000003397,Luka Bilbija,Bosnien und Herzegowina,ba,01.07.1989,2,9,11,10,16,"4,6",1,2,1,"2. Liga, Nationaler Pokal"
2000079425,Răzvan Constantin Nistoran,Rumänien,ro,01.07.1986,2,9,11,10,17,"4,4",3,2,0,"2. Liga, Nationaler Pokal"
2000262028,Siyabonga Nkomo,Südafrika,za,01.07.1996,2,9,11,10,18,"4,6",2,4,1,"2. Liga, Nationaler Pokal"
2000264754,Slobodan Petrović,Serbien,rs,01.07.1989,2,9,11,10,16,"4,2",1,3,1,"2. Liga, Nationaler Pokal"
43357490,Stefano Milone,Italien,it,01.07.1992,2,11,10,11,16,"4,6",2,5,1,"Serie B, Coppa Italia"
2000238876,Aleksandar Nedevski,Nordmazedonien,mk,01.07.1991,2,9,11,10,16,"4,4",2,3,1,"2. Liga, Nationaler Pokal"
41060086,Andi Asri,Indonesien,id,01.07.1985,2,9,11,10,16,"4,6",1,3,1,"2. Liga, Nationaler Pokal"
57188504,Andrei Lucian Ţiţii,Rumänien,ro,01.07.1985,2,9,11,10,18,"4,3",1,4,1,"2. Liga, Nationaler Pokal"
93086735,Albert Mustafa,Schweden,se,01.07.1989,2,9,11,10,16,"4,2",1,3,1,"2. Liga, Nationaler Pokal"
2000220872,Darius Bradley,England,gb-eng,01.07.1989,2,9,11,10,17,"4,2",1,3,0,"Championship, FA Cup"
65036627,Linos Hobwane,Südafrika,za,01.07.1983,2,8,11,10,19,"4,2",2,2,1,"2. Liga, Nationaler Pokal"
83113323,Miguel Alexandre Silva,Portugal,pt,01.07.1987,2,9,11,10,19,"4,1",2,3,1,"Liga Portugal 2, Taça de Portugal"
2000032696,Petteri Schultz,Estland,ee,01.07.1993,2,9,11,10,16,"4,3",2,2,1,"2. Liga, Nationaler Pokal"
18116289,Baptiste Federico,Belgien,be,01.07.1992,2,9,11,10,16,"4,4",1,4,1,"Challenger Pro League, Beker van België"
25054695,Lukáš Lakomý,Tschechien,cz,01.07.1991,2,9,11,10,16,"4,7",2,5,1,"2. Liga, Nationaler Pokal"
32035768,Rúni Olsen,Färöer,fo,01.07.1981,2,16,10,11,19,"4,3",2,5,0,"2. Liga, Nationaler Pokal"
43092405,Giuseppe De Luca,Italien,it,01.07.1983,2,9,11,10,17,"4,6",3,3,1,"Serie B, Coppa Italia"
58113078,Yakov Kleptsov,Russland,ru,01.07.1988,2,9,11,10,19,"4,5",3,3,1,"2. Liga, Nationaler Pokal"
58132929,Andrey Filipkin,Russland,ru,01.07.1986,2,9,11,10,17,"4,4",2,4,1,"2. Liga, Nationaler Pokal"
66045663,Yong-Ki Lee,Südkorea,kr,01.07.1977,2,7,8,13,19,"4,0",1,3,1,"2. Liga, Nationaler Pokal"
67128202,Íñigo Retegui Lamolla,Spanien,es,01.07.1981,2,9,11,10,20,"4,5",2,5,1,"La Liga 2, Copa del Rey"
71115543,Kyrylo Khimichenko,Ukraine,ua,01.07.1989,2,9,11,10,17,"4,2",1,4,0,"2. Liga, Nationaler Pokal"
81012957,Michael Wong,Jamaika,jm,01.07.1971,2,11,7,14,20,"4,0",2,4,0,"2. Liga, Nationaler Pokal"
81015024,Richard Ball,Jamaika,jm,01.07.1977,2,11,7,14,16,"3,8",3,3,0,"2. Liga, Nationaler Pokal"
81016888,Dennis Spencer,Jamaika,jm,01.07.1975,2,11,7,14,17,"3,8",1,5,0,"2. Liga, Nationaler Pokal"
81031003,Weston Costley,Jamaika,jm,01.07.1983,2,11,7,14,17,"3,9",2,4,0,"2. Liga, Nationaler Pokal"
81041378,Sheldon Holness,Jamaika,jm,01.07.1985,2,11,7,14,16,"3,9",1,3,1,"2. Liga, Nationaler Pokal"
81061217,Carlton Isaacs,Jamaika,jm,01.07.1976,2,11,7,14,20,"4,2",2,5,0,"2. Liga, Nationaler Pokal"
83113383,João Carlos Almeida,Portugal,pt,01.07.1990,2,9,11,10,20,"4,6",3,5,1,"Liga Portugal 2, Taça de Portugal"
89056290,Álvaro Delgado,Spanien,es,01.07.1984,2,9,11,10,19,"4,2",3,2,0,"La Liga 2, Copa del Rey"
2000237408,Cătălin Ionuţ Nanu,Rumänien,ro,01.07.1994,2,9,11,10,19,"4,5",2,3,0,"2. Liga, Nationaler Pokal"
41060175,Sem Nuboba,Indonesien,id,01.07.1985,1,9,11,10,12,"4,3",1,3,1,"2. Liga, Nationaler Pokal"
71115497,Yuriy Zorenko,Ukraine,ua,01.07.1989,1,9,11,10,13,"4,5",2,4,0,"2. Liga, Nationaler Pokal"
2000003649,Raimund Resch,Österreich,at,01.07.1974,1,15,7,14,14,"3,8",2,3,0,"2. Liga, ÖFB-Cup"
2000218498,Mark Moynihan,Irland,ie,01.07.1978,1,11,9,12,15,"4,2",2,4,0,"2. Liga, Nationaler Pokal"
41060132,Asep Suryana,Indonesien,id,01.07.1986,1,8,11,10,12,"4,2",1,2,1,"2. Liga, Nationaler Pokal"
2000168724,Călin Cimponeriu,Rumänien,ro,01.07.1987,1,8,11,10,16,"4,3",1,2,1,"2. Liga, Nationaler Pokal"
2000258753,Arber Smajli,Schweiz,ch,01.07.1997,1,8,11,10,16,"4,6",2,4,1,"Challenge League, Schweizer Cup"
41060056,Novari Ihsan Arilaha,Indonesien,id,01.07.1986,1,8,11,10,16,"4,4",2,4,0,"2. Liga, Nationaler Pokal"
57167952,Dan Florin Dreve,Rumänien,ro,01.07.1982,1,8,11,10,13,"4,4",2,3,1,"2. Liga, Nationaler Pokal"
2000025709,Vittorio Teghille,Italien,it,01.07.1993,1,8,11,10,12,"4,3",1,4,1,"Serie B, Coppa Italia"
85133562,Mike Denis,Frankreich,fr,01.07.1985,1,8,11,10,14,"4,3",1,3,0,"Ligue 2, Coupe de France"
2000032899,Manuel Cavalli,Italien,it,01.07.1993,1,8,11,10,15,"4,3",3,3,0,"Serie B, Coppa Italia"
2000039173,Thomas Jordan,Italien,it,01.07.1993,1,8,11,10,13,"4,5",1,2,1,"Serie B, Coppa Italia"
2000060269,Shlomi Alfasi,Israel,il,01.07.2003,1,8,11,10,13,"4,7",2,3,0,"2. Liga, Nationaler Pokal"
2000072150,Vignir Freyr Magnússon,Island,is,01.07.2001,1,8,11,10,15,"4,2",2,4,1,"2. Liga, Nationaler Pokal"
2000241240,Cledwin Baloyi,Südafrika,za,01.07.1990,1,8,11,10,13,"4,2",2,3,1,"2. Liga, Nationaler Pokal"
2000272020,Ermaild Mataj,Belgien,be,01.07.1998,1,8,11,10,16,"4,2",3,3,1,"Challenger Pro League, Beker van België"
2000025732,Giovanni Tricarico,Italien,it,01.07.1998,1,8,11,10,15,"4,6",2,4,1,"Serie B, Coppa Italia"
8879247,Rui Rodrigues,Portugal,pt,01.07.1979,1,8,11,10,16,"4,5",2,4,1,"Liga Portugal 2, Taça de Portugal"
83216500,César Leitão,Portugal,pt,01.07.1988,1,8,11,10,13,"4,4",1,4,0,"Liga Portugal 2, Taça de Portugal"
2000258962,Ali Kılıç,Schweiz,ch,01.07.1993,1,8,11,10,15,"4,5",2,4,1,"Challenge League, Schweizer Cup"
34046364,Honglei Zhao,China,cn,01.07.1985,1,8,11,10,16,"4,6",1,3,0,"2. Liga, Nationaler Pokal"
83113221,Paulo Raposo,Portugal,pt,01.07.1982,1,8,11,10,13,"4,4",1,4,0,"Liga Portugal 2, Taça de Portugal"
83113269,Ricardo Diogo,Portugal,pt,01.07.1989,1,8,11,10,12,"4,4",2,3,1,"Liga Portugal 2, Taça de Portugal"
2000040810,Dario Testai,Italien,it,01.07.1994,1,8,11,10,16,"4,3",1,3,0,"Serie B, Coppa Italia"
2000076690,Viorel Mihai Haivas,Rumänien,ro,01.07.1997,1,10,11,10,15,"4,6",2,4,0,"2. Liga, Nationaler Pokal"
2000168747,Alexandru Dan Gornic,Rumänien,ro,01.07.1993,1,8,11,10,13,"4,6",2,3,0,"2. Liga, Nationaler Pokal"
2000168763,Florin Adrian Sava,Rumänien,ro,01.07.1991,1,8,11,10,15,"4,3",2,3,1,"2. Liga, Nationaler Pokal"
79010998,Rodolfo Molas,Paraguay,py,01.07.1977,1,8,11,10,12,"4,3",2,4,0,"2. Liga, Nationaler Pokal"
2000205589,Thomas Dahl Strandberg,Dänemark,dk,01.07.1978,1,8,11,10,15,"4,2",2,3,1,"2. Liga, Nationaler Pokal"
2000258769,Kévin Riesle,Schweiz,ch,01.07.1994,1,8,11,10,13,"4,4",2,3,0,"Challenge League, Schweizer Cup"
2000072170,Ólafur Brynjar Bjarkason,Island,is,01.07.1978,1,8,11,10,12,"4,3",1,1,1,"2. Liga, Nationaler Pokal"
2000205775,Michael Ø.B. Kunath,Dänemark,dk,01.07.1980,1,8,11,10,16,"4,7",2,4,0,"2. Liga, Nationaler Pokal"
2000258913,Kevin Saccone,Schweiz,ch,01.07.1994,1,8,11,10,16,"4,5",2,3,1,"Challenge League, Schweizer Cup"
6703849,José Javier Roche Ferrer,Spanien,es,01.07.1976,1,11,20,1,16,"5,7",3,2,0,"La Liga 2, Copa del Rey"
40011851,Srikrishna Ramaswamy,Indien,in,01.07.1978,1,11,9,12,13,"4,3",1,2,0,"2. Liga, Nationaler Pokal"
2000060566,Aled Williams,Wales,gb-wls,01.07.1994,1,15,6,15,12,"3,6",2,3,0,"2. Liga, Nationaler Pokal"
2000231995,Nbunga Nkazi,Angola,ao,01.07.1995,1,7,11,10,13,"4,1",1,2,1,"2. Liga, Nationaler Pokal"
60021427,Antonio Ucini,San Marino,sm,01.07.1983,1,7,11,10,14,"4,6",1,2,1,"2. Liga, Nationaler Pokal"
8460660,Rakesh Varman,Fidschi,fj,01.07.1968,1,7,11,10,16,"4,3",2,4,1,"2. Liga, Nationaler Pokal"
82072844,Leroy Bryan,Anguilla,ai,01.07.1981,1,7,11,10,16,"4,2",2,2,1,"2. Liga, Nationaler Pokal"
40026766,Rahul D'Sa,Indien,in,01.07.1987,1,7,11,10,12,"4,3",0,1,1,"2. Liga, Nationaler Pokal"
40023662,Rabichandra Singh,Indien,in,01.07.1973,1,4,11,10,14,"4,7",1,4,1,"2. Liga, Nationaler Pokal"
40027413,Rinkakhao Vashum,Indien,in,01.07.1981,1,10,10,11,15,"4,1",1,4,1,"2. Liga, Nationaler Pokal"
2000027089,Jamie Patterson,Nordirland,gb-nir,01.07.2000,1,6,11,10,13,"4,2",1,3,1,"2. Liga, Nationaler Pokal"
2000027107,Stephen Bell,Nordirland,gb-nir,01.07.1988,1,6,11,10,12,"4,6",1,2,0,"2. Liga, Nationaler Pokal"
2000189369,Cory Wellbeloved,Wales,gb-wls,01.07.1997,1,6,9,12,14,"4,4",2,2,1,"2. Liga, Nationaler Pokal"
8728491,Felix Zwayer,Deutschland,de,01.07.1981,5,15,10,11,26,"4,3",3,6,0,"Bundesliga, DFB-Pokal, Internationale Wettbewerbe"
35010227,Daniel Siebert,Deutschland,de,01.07.1984,5,16,9,12,28,"4,4",2,5,0,"Bundesliga, DFB-Pokal, Internationale Wettbewerbe"
91107117,Sven Jablonski,Deutschland,de,01.07.1990,5,15,10,11,26,"4,5",2,5,0,"Bundesliga, DFB-Pokal, Internationale Wettbewerbe"
91102858,Harm Osmers,Deutschland,de,01.07.1985,4,14,8,13,26,"3,9",4,6,0,"Bundesliga, DFB-Pokal, Internationale Wettbewerbe"
91109139,Daniel Schlager,Deutschland,de,01.07.1990,4,14,11,10,24,"4,3",4,3,1,"Bundesliga, DFB-Pokal, Internationale Wettbewerbe"
91102894,Benjamin Brand,Deutschland,de,01.07.1989,4,14,10,11,23,"4,0",3,4,0,"Bundesliga, DFB-Pokal, Internationale Wettbewerbe"
91135543,Florian Badstübner,Deutschland,de,01.07.1991,4,13,11,10,26,"4,4",2,4,0,"Bundesliga, DFB-Pokal, Internationale Wettbewerbe"
91107129,Sascha Stegemann,Deutschland,de,01.07.1984,4,13,12,9,26,"4,7",2,5,0,"Bundesliga, DFB-Pokal, Internationale Wettbewerbe"
91102853,Bastian Dankert,Deutschland,de,01.07.1980,4,13,10,11,25,"4,2",3,4,0,"Bundesliga, DFB-Pokal, Internationale Wettbewerbe"
91109071,Matthias Jöllenbeck,Deutschland,de,01.07.1987,4,13,9,12,26,"4,3",3,7,0,"Bundesliga, DFB-Pokal, Internationale Wettbewerbe"
8718286,Tobias Stieler,Deutschland,de,01.07.1981,3,13,11,10,21,"4,6",3,4,0,"Bundesliga, DFB-Pokal"
890382,Christian Dingert,Deutschland,de,01.07.1980,3,12,10,11,20,"4,1",1,3,0,"Bundesliga, DFB-Pokal"
91122194,Sören Storks,Deutschland,de,01.07.1988,3,12,11,10,21,"4,6",2,5,0,"Bundesliga, DFB-Pokal"
91118981,Tobias Reichel,Deutschland,de,01.07.1985,3,12,11,10,20,"4,5",1,5,0,"Bundesliga, DFB-Pokal"
91102919,Timo Gerach,Deutschland,de,01.07.1986,3,12,10,11,21,"4,2",3,4,0,"Bundesliga, DFB-Pokal"
8728505,Robert Hartmann,Deutschland,de,01.07.1979,3,12,11,10,20,"4,1",3,3,0,"Bundesliga, DFB-Pokal"
91102864,Martin Petersen,Deutschland,de,01.07.1985,3,12,12,9,23,"4,6",2,4,0,"Bundesliga, DFB-Pokal"
91199570,Florian Exner,Deutschland,de,01.07.1990,3,12,11,10,20,"4,4",3,3,1,"Bundesliga, DFB-Pokal"
91199578,Robin Braun,Deutschland,de,01.07.1996,3,11,11,10,23,"4,4",3,4,0,"Bundesliga, DFB-Pokal"
91129156,Max Burda,Deutschland,de,01.07.1990,3,11,11,10,23,"4,3",3,5,1,"Bundesliga, DFB-Pokal"
2000177216,Richard Hempel,Deutschland,de,01.07.1998,3,11,9,12,24,"4,4",3,6,0,"Bundesliga, DFB-Pokal"
91102951,Martin Thomsen,Deutschland,de,01.07.1984,2,11,11,10,20,"4,6",2,4,1,"2. Bundesliga, DFB-Pokal"
91123483,Sven Waschitzki-Günther,Deutschland,de,01.07.1997,2,10,11,10,16,"4,6",2,3,1,"2. Bundesliga, DFB-Pokal"
91122190,Florian Heft,Deutschland,de,01.07.1990,2,10,11,10,17,"4,6",2,3,1,"2. Bundesliga, DFB-Pokal"
91166691,Florian Lechner,Deutschland,de,01.07.1982,2,10,12,9,19,"4,3",2,3,0,"2. Bundesliga, DFB-Pokal"
91173895,Michael Bacher,Deutschland,de,01.07.1989,2,11,11,10,16,"4,3",2,3,0,"2. Bundesliga, DFB-Pokal"
91173898,Nicolas Winter,Deutschland,de,01.07.1995,2,10,11,10,16,"4,6",2,4,1,"2. Bundesliga, DFB-Pokal"
91102876,Patrick Alt,Deutschland,de,01.07.1985,2,10,12,9,20,"4,5",3,4,0,"2. Bundesliga, DFB-Pokal"
35010233,Arne Aarnink,Deutschland,de,01.07.1992,2,10,11,10,18,"4,7",2,4,1,"2. Bundesliga, DFB-Pokal"
2000177212,Tom Bauer,Deutschland,de,01.07.1995,2,10,11,10,19,"4,7",1,5,0,"2. Bundesliga, DFB-Pokal"
91199574,Patrick Schwengers,Deutschland,de,01.07.1990,2,10,11,10,19,"4,5",1,5,0,"2. Bundesliga, DFB-Pokal"
91119082,Pascal Müller,Deutschland,de,01.07.1996,2,10,11,10,16,"4,4",2,5,0,"2. Bundesliga, DFB-Pokal"
2000255734,Felix Bickel,Deutschland,de,01.07.1996,2,9,11,10,17,"4,2",2,2,1,"2. Bundesliga, DFB-Pokal"
2000110425,Konrad Oldhafer,Deutschland,de,01.07.1995,2,9,11,10,17,"4,7",2,3,1,"2. Bundesliga, DFB-Pokal"
2000177222,Marc Eckermann,Deutschland,de,01.07.1998,2,9,11,10,19,"4,6",1,4,1,"2. Bundesliga, DFB-Pokal"
,Jarno Wienefeld,Deutschland,de,01.07.1999,2,9,11,10,18,"4,5",3,2,0,"2. Bundesliga, DFB-Pokal"
,Felix Wagner,Deutschland,de,01.07.2001,2,9,11,10,17,"4,2",2,2,0,"2. Bundesliga, DFB-Pokal"
103994,Michael Oliver,England,gb-eng,01.07.1985,5,16,9,12,26,"4,3",3,6,1,"Premier League, FA Cup, Internationale Wettbewerbe"
104032,Anthony Taylor,England,gb-eng,01.07.1978,5,15,10,11,28,"4,1",4,5,0,"Premier League, FA Cup, Internationale Wettbewerbe"
29118728,Chris Kavanagh,England,gb-eng,01.07.1985,4,14,10,11,22,"4,5",3,4,0,"Premier League, FA Cup, Internationale Wettbewerbe"
29039210,Simon Hooper,England,gb-eng,01.07.1982,4,13,11,10,26,"4,5",3,5,0,"Premier League, FA Cup, Internationale Wettbewerbe"
29059417,Andy Madley,England,gb-eng,01.07.1983,4,13,10,11,23,"4,4",2,5,0,"Premier League, FA Cup, Internationale Wettbewerbe"
29023304,Stuart Attwell,England,gb-eng,01.07.1982,4,13,11,10,25,"4,5",4,4,0,"Premier League, FA Cup, Internationale Wettbewerbe"
15046162,Jarred Gillett,England,gb-eng,01.07.1986,4,13,10,11,23,"4,6",2,4,0,"Premier League, FA Cup, Internationale Wettbewerbe"
29059267,Paul Tierney,England,gb-eng,01.07.1980,3,13,11,10,24,"4,4",2,4,1,"Premier League, FA Cup"
29059286,Peter Bankes,England,gb-eng,01.07.1982,3,13,11,10,22,"4,3",3,5,0,"Premier League, FA Cup"
29143262,Darren England,England,gb-eng,01.07.1985,3,13,11,10,20,"4,1",2,3,0,"Premier League, FA Cup"
2000063608,Sam Barrott,England,gb-eng,01.07.1993,3,13,10,11,22,"4,0",3,4,0,"Premier League, FA Cup"
29177505,Michael Salisbury,England,gb-eng,01.07.1988,3,12,11,10,23,"4,4",2,4,1,"Premier League, FA Cup"
29074335,Tim Robinson,England,gb-eng,01.07.1984,3,12,11,10,22,"4,7",2,4,0,"Premier League, FA Cup"
29059301,Darren Bond,England,gb-eng,01.07.1985,3,12,11,10,21,"4,2",3,5,0,"Premier League, FA Cup"
103896,Thomas Bramall,England,gb-eng,01.07.1990,3,12,11,10,22,"4,7",2,5,0,"Premier League, FA Cup"
,Lewis Smith,England,gb-eng,01.07.1990,3,11,11,10,23,"4,1",3,3,0,"Premier League, FA Cup"
29108334,Ben Toner,England,gb-eng,01.07.1994,2,11,11,10,18,"4,6",3,3,0,"Championship, FA Cup"
2000210785,Tom Kirk,England,gb-eng,01.07.1993,2,11,11,10,18,"4,7",3,4,0,"Championship, FA Cup"
2000210781,Adam Herczeg,England,gb-eng,01.07.1994,2,10,11,10,16,"4,4",2,4,0,"Championship, FA Cup"
2000320995,Farai Hallam,England,gb-eng,01.07.1995,2,10,11,10,20,"4,4",3,3,1,"Championship, FA Cup"
,Ruebyn Ricardo,England,gb-eng,01.07.1995,2,10,11,10,19,"4,2",2,5,1,"Championship, FA Cup"
29218859,Matt Donohue,England,gb-eng,01.07.1988,2,11,11,10,19,"4,4",2,5,0,"Championship, FA Cup"
29218871,Leigh Doughty,England,gb-eng,01.07.1990,2,10,11,10,20,"4,4",1,4,0,"Championship, FA Cup"
29039237,David Webb,England,gb-eng,01.07.1980,2,10,12,9,17,"4,5",3,2,1,"Championship, FA Cup"
29108314,Anthony Backhouse,England,gb-eng,01.07.1988,2,10,11,10,19,"4,3",1,3,1,"Championship, FA Cup"
29074331,John Busby,England,gb-eng,01.07.1988,2,10,11,10,19,"4,6",1,3,1,"Championship, FA Cup"
2000133063,Sunny Gill,England,gb-eng,01.07.1984,2,10,11,10,19,"4,3",3,5,0,"Championship, FA Cup"
49031925,François Letexier,Frankreich,fr,01.07.1989,5,16,9,12,28,"4,3",2,4,1,"Ligue 1, Coupe de France, Internationale Wettbewerbe"
34017557,Clément Turpin,Frankreich,fr,01.07.1982,5,15,10,11,24,"4,3",3,3,1,"Ligue 1, Coupe de France, Internationale Wettbewerbe"
85133480,Benoît Bastien,Frankreich,fr,01.07.1983,4,14,11,10,26,"4,3",3,5,0,"Ligue 1, Coupe de France, Internationale Wettbewerbe"
85133471,Stéphanie Frappart,Frankreich,fr,01.07.1984,4,13,11,10,26,"4,5",2,6,0,"Ligue 1, Coupe de France, Internationale Wettbewerbe"
49031928,Jérôme Brisard,Frankreich,fr,01.07.1986,4,13,11,10,23,"4,7",3,4,1,"Ligue 1, Coupe de France, Internationale Wettbewerbe"
49038607,Willy Delajod,Frankreich,fr,01.07.1993,4,13,10,11,24,"4,0",3,4,0,"Ligue 1, Coupe de France, Internationale Wettbewerbe"
34017562,Benoît Millot,Frankreich,fr,01.07.1991,3,13,11,10,22,"4,3",1,5,0,"Ligue 1, Coupe de France"
918976,Ruddy Buquet,Frankreich,fr,01.07.1977,3,12,11,10,21,"4,2",2,6,0,"Ligue 1, Coupe de France"
49054958,Jérémie Pignard,Frankreich,fr,01.07.1988,3,12,11,10,24,"4,2",3,5,1,"Ligue 1, Coupe de France"
49036887,Abdelatif Kherradji,Frankreich,fr,01.07.1990,3,12,11,10,21,"4,7",1,3,0,"Ligue 1, Coupe de France"
49031930,Éric Wattellier,Frankreich,fr,01.07.1987,3,12,11,10,22,"4,1",3,4,0,"Ligue 1, Coupe de France"
49031935,Bastien Dechepy,Frankreich,fr,01.07.1991,3,12,11,10,21,"4,3",2,5,0,"Ligue 1, Coupe de France"
85113656,Jérémy Stinat,Frankreich,fr,01.07.1988,3,11,11,10,20,"4,6",1,4,0,"Ligue 1, Coupe de France"
85133469,Thomas Léonard,Frankreich,fr,01.07.1984,3,11,11,10,20,"4,6",2,3,0,"Ligue 1, Coupe de France"
49038609,Romain Lissorgue,Frankreich,fr,01.07.1991,3,11,11,10,20,"4,3",3,4,0,"Ligue 1, Coupe de France"
1402481,Marco Guida,Italien,it,01.07.1981,5,15,10,11,27,"4,5",3,5,0,"Serie A, Coppa Italia, Internationale Wettbewerbe"
43016159,Maurizio Mariani,Italien,it,01.07.1982,4,14,10,11,25,"4,5",3,5,0,"Serie A, Coppa Italia, Internationale Wettbewerbe"
1402500,Davide Massa,Italien,it,01.07.1981,4,14,11,10,24,"4,2",3,5,0,"Serie A, Coppa Italia, Internationale Wettbewerbe"
43057623,Daniele Chiffi,Italien,it,01.07.1984,4,13,12,9,26,"4,5",3,4,0,"Serie A, Coppa Italia, Internationale Wettbewerbe"
1402461,Daniele Doveri,Italien,it,01.07.1977,3,13,11,10,22,"4,2",2,3,0,"Serie A, Coppa Italia"
