"attributes.acceleration","attributes.sprintspeed","attributes.agility","attributes.balance","attributes.jumping","attributes.stamina","attributes.strength","attributes.reactions","attributes.aggression","attributes.composure","attributes.interceptions","attributes.positioning","attributes.vision","attributes.ballcontrol","attributes.crossing","attributes.dribbling","attributes.finishing","attributes.freekickaccuracy","attributes.headingaccuracy","attributes.longpassing","attributes.shortpassing","attributes.marking","attributes.shotpower","attributes.longshots","attributes.standingtackle","attributes.slidingtackle","attributes.volleys","attributes.curve","attributes.penalties","attributes.gkdiving","attributes.gkhandling","attributes.gkkicking","attributes.gkreflexes","attributes.gkpositioning","stats.attack","stats.defending","stats.skill","stats.power","stats.movement","stats.mentality","stats.goalkeeper","info.contract.jointeamdate","info.contract.enddate","info.contract.isloanedout","info.nation.id","info.nation.name","info.name.firstname","info.name.lastname","info.name.playerjerseyname","info.name.knownas","info.name.firstnameid","info.name.lastnameid","info.name.playerjerseynameid","info.playerid","info.total_attributes","info.overallrating","info.potential","info.birthdate","info.age","info.teams.club_team.id","info.teams.club_team.name","info.teams.club_team.leagueid","info.teams.club_team.domesticprestige","info.teams.club_team.profitability","info.teams.club_team.slug","info.teams.club_team.jerseynumber","info.league","info.headshot","info.haircolor","info.eyecolor","info.skintone","info.headtype","info.bodytype","info.preferredfoot","info.skillmoves","info.weafoot","info.internationalrep","info.ovrmodifier","info.release_clause","info.height","info.weight","info.gender","info.defensiveworkrate","info.attackingworkrate","info.real_face","info.isretiring","info.valueUSD","info.valueEUR","info.valueGBP","info.wageUSD","info.wageEUR","info.wageGBP","info.traits.trait1","info.traits.trait2","card_attrs.pac","card_attrs.sho","card_attrs.pas","card_attrs.dri","card_attrs.def","card_attrs.phy","primary_position","other_positions","updated","added","removed","slug","real_ovrs.0","real_ovrs.1","real_ovrs.2","real_ovrs.3","real_ovrs.4","real_ovrs.5","real_ovrs.6","real_ovrs.7","real_ovrs.8","real_ovrs.9","real_ovrs.10"
86,81,88,79,82,86,69,86,75,82,38,84,81,87,84,89,79,58,71,78,84,41,86,81,47,38,81,77,63,10,13,13,14,14,80,42,78,81,84,71,13,"2025-07-30","2029-06-01",0,56,"Colombia","Luis","Díaz","Luis Díaz","Luis Díaz",22324,10104,22330,241084,2225,87,87,"1997-01-13T00:00:00.000Z",28,21,"Bayern München",19,10,3,"bayern-munchen",14,19,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p241084.png",0,9,6,2505,281,"Right",4,4,3,2,,180,70,"Male",,,"Yes","No",94500000,80000000,69000000,140000,120000,105000,"Precision Header, Low Driven Shot, Inventive, Technical, Quick Step","",84,79,77,85,47,78,"LM","LW | ST",false,false,false,"luis-diaz",20,68,64,57,65,84,79,84,84,84,81
76,78,53,46,90,72,88,87,83,82,88,54,62,79,58,74,35,35,83,77,80,89,60,23,90,88,34,55,47,7,10,6,11,8,58,89,64,67,68,70,9,"2019-07-25","2030-06-01",0,18,"France","William","Saliba","Saliba","William Saliba",38818,32439,32439,243715,2008,88,90,"2001-03-24T00:00:00.000Z",24,1,"Arsenal",13,10,9,"arsenal",2,13,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p243715.png",0,3,7,529,5,"Right",2,3,4,1,,192,92,"Male",,,"Yes","No",124500000,105500000,90500000,230000,200000,170000,"Jockey, Aerial Fortress","",77,42,61,70,88,83,"CB","-",false,false,false,"william-saliba",17,79,81,86,82,70,72,67,66,66,64
85,81,85,88,74,86,74,88,68,82,62,86,86,88,90,86,82,74,49,77,85,60,80,81,62,60,79,88,87,7,8,13,13,9,77,61,83,79,86,79,10,"2018-09-14","2030-06-01",0,14,"England","Bukayo","Saka","Saka","Bukayo Saka",5715,32394,32394,246669,2323,87,89,"2001-09-05T00:00:00.000Z",23,1,"Arsenal",13,10,9,"arsenal",7,13,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p246669.png",0,9,9,1024,1,"Left",3,4,4,1,,178,65,"Male",,,"Yes","No",122000000,103500000,89000000,240000,210000,175000,"Finesse Shot, Technical","Career Injury Prone",83,83,83,86,59,76,"RW","RM",false,false,false,"bukayo-saka",18,76,73,66,74,85,82,85,84,85,80
85,86,86,85,88,83,80,86,76,85,60,89,86,89,79,91,82,74,62,78,87,55,88,88,62,52,68,86,75,9,15,8,8,14,76,57,84,86,86,79,11,"2025-01-17","2029-06-01",0,20,"Georgia","Khvicha","Kvaratskhelia","Kvaratskhelia","Khvicha Kvaratskhelia",19475,20487,20487,247635,2345,88,91,"2001-02-12T00:00:00.000Z",24,73,"Paris Saint-Germain",16,10,10,"paris-saint-germain",7,16,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p247635.png",6,4,4,3506,2,"Right",5,5,4,1,,183,70,"Male",,,"Yes","No",147500000,125000000,107500000,180000,150000,130000,"Finesse Shot, Power Shot, Gamechanger, Incisive Pass, Inventive, Technical","",86,82,82,87,58,82,"LW","RW | LM",false,false,false,"khvicha-kvaratskhelia",19,74,71,67,73,85,83,86,86,86,83
77,72,68,64,92,74,87,85,85,81,84,58,72,72,70,74,51,55,86,86,81,87,81,67,88,87,56,67,38,8,10,8,13,14,69,88,71,81,74,70,11,"2022-07-01","2031-06-01",0,21,"Germany","Nico","Schlotterbeck","N.Schlotterbeck","Nico Schlotterbeck",27054,33071,26383,247819,2198,86,88,"1999-12-01T00:00:00.000Z",25,22,"Borussia Dortmund",19,9,3,"borussia-dortmund",4,19,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p247819.png",6,4,2,3507,5,"Left",2,2,3,1,112700000,191,86,"Male",,,"Yes","No",89000000,75500000,65000000,92000,78000,67000,"Long Ball Pass, Jockey, Block, Slide Tackle, Aerial Fortress, Long Throw","",75,59,72,74,86,85,"CB","-",false,false,false,"nico-schlotterbeck",19,79,80,85,82,72,76,72,70,70,70
83,74,90,85,64,85,62,88,66,88,55,86,89,90,85,91,85,81,36,82,88,44,78,83,58,49,71,87,72,9,11,9,10,10,73,51,87,75,84,76,10,"2024-07-07","2029-06-01",0,18,"France","Michael","Olise","Olise","Michael Olise",24969,28001,28001,247827,2244,89,91,"2001-12-12T00:00:00.000Z",23,21,"Bayern München",19,10,3,"bayern-munchen",17,19,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p247827.png",0,9,8,1005,1,"Left",5,2,4,2,,180,78,"Male",,,"Yes","No",158000000,134000000,115000000,140000,120000,105000,"Finesse Shot, Incisive Pass, Tiki Taka, Whipped Pass, Inventive, First Touch","",79,79,85,89,48,69,"RM","RW | CAM",false,false,false,"michael-olise",18,72,68,58,71,86,84,87,85,86,78
66,66,73,79,75,90,76,85,86,88,82,77,86,86,77,86,73,63,66,88,88,78,76,82,82,81,65,83,65,7,11,15,11,11,74,81,82,80,74,81,11,"2022-01-31","2028-06-01",0,54,"Brazil","Bruno","Guimarães Moura","Bruno G.","Bruno Guimarães",5590,14009,5596,247851,2323,86,86,"1997-11-16T00:00:00.000Z",27,13,"Newcastle United",13,8,10,"newcastle-united",39,13,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p247851.png",0,3,5,3003,1,"Right",3,3,4,1,,182,74,"Male",,,"Yes","No",85000000,72000000,62000000,0,0,0,"Gamechanger, Incisive Pass, Long Ball Pass, Inventive, Press Proven, Relentless","Career One Club Player",66,73,81,83,78,82,"CM","CDM",false,false,false,"bruno-guimaraes-moura",18,81,80,79,84,81,85,82,80,80,76
79,76,89,92,72,90,73,87,72,92,86,83,91,91,76,90,77,62,50,88,92,74,76,79,85,79,56,83,53,12,7,11,8,8,71,80,83,78,85,80,10,"2020-08-04","2030-06-01",0,45,"Spain","Pedro","González López","Pedri","Pedri",29148,13547,29145,251854,2339,90,93,"2002-11-25T00:00:00.000Z",22,241,"FC Barcelona",53,10,2,"fc-barcelona",8,53,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p251854.png",0,3,2,1509,1,"Right",4,4,4,1,317700000,174,60,"Male",,,"Yes","No",195000000,165000000,142000000,210000,180000,155000,"Incisive Pass, Long Ball Pass, Tiki Taka, Inventive, Technical, Relentless","",78,71,82,90,75,77,"CM","CDM | CAM",false,false,false,"pedro-gonzalez-lopez",17,83,81,77,85,85,88,87,84,84,78
94,95,87,84,87,85,73,85,75,83,82,82,72,85,83,86,74,75,74,75,82,80,85,73,87,83,56,78,85,7,8,8,15,12,74,84,80,81,89,80,10,"2021-08-31","2029-06-01",0,38,"Portugal","Nuno Alexandre","Tavares Mendes","N.Mendes","Nuno Mendes",27507,35871,26378,252145,2395,88,91,"2002-06-19T00:00:00.000Z",23,73,"Paris Saint-Germain",16,10,10,"paris-saint-germain",25,16,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p252145.png",0,9,10,1024,2,"Left",3,4,4,3,,180,70,"Male",,,"Yes","No",136000000,115500000,99500000,160000,135000,115000,"Pinged Pass, Whipped Pass, Jockey, Anticipate, Rapid, Long Throw","",95,76,78,85,81,80,"LB","LM",false,false,false,"nuno-alexandre-tavares-mendes",18,84,84,81,81,83,80,81,82,83,80
81,80,83,83,85,93,80,91,85,90,80,89,88,91,68,90,86,68,75,87,89,77,86,87,80,82,78,75,74,14,11,10,8,5,80,80,83,87,84,85,10,"2023-07-01","2029-06-01",0,14,"England","Jude","Bellingham","Bellingham","Jude Bellingham",18189,4104,4104,252371,2449,89,93,"2003-06-29T00:00:00.000Z",22,243,"Real Madrid",53,10,7,"real-madrid",5,53,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p252371.png",21,9,7,1039,2,"Right",4,4,5,1,,186,75,"Male",,,"Yes","No",177500000,150500000,129500000,350000,300000,260000,"Precision Header, Gamechanger, Inventive, Slide Tackle, Technical, First Touch","Career Injury Prone",81,83,79,88,79,86,"CAM","CM | LM",false,false,false,"jude-bellingham",18,82,82,81,85,86,88,88,87,85,85
75,69,92,89,66,89,59,90,77,88,85,81,91,90,78,91,81,69,52,91,91,74,78,89,79,69,62,83,88,12,13,8,5,5,73,74,85,77,83,85,9,"2022-06-30","2029-06-01",0,38,"Portugal","Vítor","Machado Ferreira","Vitinha","Vitinha",38340,22834,38125,255253,2359,90,92,"2000-02-13T00:00:00.000Z",25,73,"Paris Saint-Germain",16,10,10,"paris-saint-germain",17,16,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p255253.png",0,4,4,1519,1,"Right",4,3,5,1,,172,64,"Male",,,"Yes","No",175500000,149000000,128000000,220000,185000,155000,"Finesse Shot, Incisive Pass, Long Ball Pass, Tiki Taka, Intercept, Relentless","",72,80,84,90,72,73,"CM","CDM | CAM",false,false,false,"vitor-machado-ferreira",17,81,79,74,83,85,88,87,84,85,78
76,66,80,79,80,91,77,87,86,83,88,68,80,83,65,79,59,55,70,84,86,84,80,78,87,88,60,75,55,15,6,13,13,9,68,87,76,82,78,77,12,"2023-08-14","2033-06-01",0,57,"Ecuador","Moisés","Caicedo","Caicedo","Moisés Caicedo",25518,6062,6062,256079,2285,88,90,"2001-11-02T00:00:00.000Z",23,5,"Chelsea",13,8,10,"chelsea",25,13,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p256079.png",0,9,10,1037,2,"Right",3,3,4,2,183700000,178,73,"Male",,,"Yes","No",126000000,107000000,92000000,0,0,0,"Pinged Pass, Tiki Taka, Intercept, Anticipate, Press Proven, Relentless","Career One Club Player, Career Injury Prone",71,67,74,82,83,84,"CDM","CM",false,false,false,"moises-caicedo",19,82,82,83,85,77,82,78,76,75,73
74,85,63,60,90,78,89,88,86,81,85,36,58,70,46,53,30,38,83,69,79,91,46,29,91,85,26,47,39,9,12,12,10,13,53,89,56,67,74,65,12,"2024-08-09","2029-06-01",0,57,"Ecuador","Willian","Pacho","Pacho","Willian Pacho",38826,28595,28595,256196,1951,88,90,"2001-10-16T00:00:00.000Z",23,73,"Paris Saint-Germain",16,10,10,"paris-saint-germain",51,16,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p256196.png",21,9,9,1031,5,"Left",2,3,4,1,,188,81,"Male",,,"Yes","No",124500000,105500000,90500000,160000,135000,115000,"Jockey, Block, Bruiser","Career One Club Player",80,34,56,69,87,86,"CB","-",false,false,false,"willian-pacho",19,77,80,86,81,62,67,61,58,58,57
82,79,88,87,65,87,59,85,63,86,55,84,89,89,87,89,82,74,43,86,88,64,78,80,49,44,81,83,66,14,14,13,10,6,77,53,85,74,85,74,12,"2025-06-20","2030-06-01",0,21,"Germany","Florian","Wirtz","Wirtz","Florian Wirtz",12060,38889,38889,256630,2249,87,91,"2003-05-03T00:00:00.000Z",22,9,"Liverpool",13,10,6,"liverpool",7,13,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p256630.png",6,5,1,1532,2,"Right",4,4,4,1,,177,71,"Male",,,"Yes","No",137000000,116500000,100000000,210000,180000,155000,"Finesse Shot, Chip Shot, Incisive Pass, Inventive, Technical, First Touch","",81,79,85,87,51,69,"CAM","LM | CM",false,false,false,"florian-wirtz",19,73,68,59,71,86,83,86,84,85,78
85,75,94,93,80,73,61,87,59,83,64,88,84,85,70,94,85,59,75,79,87,63,80,80,66,61,75,75,61,6,9,8,11,8,79,64,79,75,87,74,9,"2020-06-03","2030-06-01",0,21,"Germany","Jamal","Musiala","Musiala","Jamal Musiala",17044,26127,26127,256790,2263,87,91,"2003-02-26T00:00:00.000Z",22,21,"Bayern München",19,10,3,"bayern-munchen",10,19,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p256790.png",3,9,5,1039,1,"Right",5,4,4,1,,186,75,"Male",,,"Yes","No",137000000,116500000,100000000,120000,100000,88000,"Gamechanger, Incisive Pass, Inventive, Trickster","",80,78,76,89,66,68,"CAM","LM | CM | ST",false,false,false,"jamal-musiala",17,73,72,68,73,83,82,86,85,85,82
76,75,80,78,71,79,60,87,55,88,50,85,88,88,85,87,82,81,60,85,87,50,85,83,50,40,70,86,90,7,6,10,14,14,77,47,86,76,80,76,11,"2023-09-01","2033-06-01",0,14,"England","Cole","Palmer","Palmer","Cole Palmer",7572,28684,28684,257534,2232,86,89,"2002-05-06T00:00:00.000Z",23,5,"Chelsea",13,8,10,"chelsea",10,13,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p257534.png",6,4,3,2022,4,"Left",4,3,4,1,,185,77,"Male",,,"Yes","No",109500000,93000000,80000000,0,0,0,"Finesse Shot, Low Driven Shot, Gamechanger, Incisive Pass, Technical, First Touch","",76,83,85,85,50,66,"CAM","RM | CM",false,false,false,"cole-palmer",18,69,65,57,68,84,82,85,84,84,80
48,44,59,42,65,35,59,78,30,59,13,6,63,28,13,17,6,12,12,49,51,7,60,9,13,14,7,12,18,85,85,80,88,84,18,12,24,46,55,32,85,"2025-07-01","2031-06-01",0,45,"Spain","Joan","García Pons","Joan Garcia","Joan García",17704,12830,17705,259532,1351,86,89,"2001-05-04T00:00:00.000Z",24,241,"FC Barcelona",53,10,2,"fc-barcelona",13,53,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p259532.png",3,4,1,3,4,"Right",1,3,3,2,108400000,193,85,"Male",,,"Yes","No",85500000,72500000,62500000,84000,71000,61000,"","GK Far Throw, GK Deflector",46,18,33,47,12,47,"GK","-",false,false,false,"joan-garcia-pons",84,28,27,25,33,34,38,37,32,30,29
85,82,88,88,77,80,83,86,61,89,59,83,79,90,75,92,79,68,46,75,83,52,86,84,60,52,68,82,71,9,12,7,13,5,71,55,82,82,86,74,10,"2024-08-17","2029-06-01",0,18,"France","Désiré","Doué","D.Doué","Désiré Doué",10097,9773,8243,271421,2249,86,91,"2005-06-03T00:00:00.000Z",20,73,"Paris Saint-Germain",16,10,10,"paris-saint-germain",14,16,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p271421.png",6,3,6,1036,2,"Right",5,4,3,1,,181,79,"Male",,,"Yes","No",119000000,101000000,87000000,130000,110000,95000,"Gamechanger, Inventive, First Touch, Press Proven, Quick Step","",84,79,77,89,54,75,"RW","LW | CM | RM",false,false,false,"desire-doue",18,72,69,63,71,83,80,84,84,84,80
77,71,84,86,87,92,78,87,84,85,85,84,87,89,67,84,72,72,84,88,88,83,79,74,86,83,83,76,60,8,7,5,13,13,79,84,82,82,81,81,10,"2024-08-05","2029-06-01",0,38,"Portugal","João Pedro","Gonçalves Neves","João Neves","João Neves",18104,13587,18099,272834,2401,88,93,"2004-09-27T00:00:00.000Z",20,73,"Paris Saint-Germain",16,10,10,"paris-saint-germain",87,16,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p272834.png",3,6,4,13,2,"Right",3,4,4,1,,174,66,"Male",,,"Yes","No",159000000,135000000,116000000,140000,120000,105000,"Acrobatic, Tiki Taka, Relentless","Career One Club Player",74,75,80,86,84,85,"CM","CDM",false,false,false,"joao-pedro-goncalves-neves",18,82,82,84,86,82,86,84,82,81,80
88,84,94,83,64,76,60,88,45,84,18,88,88,90,89,92,84,69,33,84,88,23,83,86,27,28,76,89,79,9,13,7,7,10,74,26,85,74,88,67,10,"2022-07-01","2031-06-01",0,45,"Spain","Lamine Yamal","Nasraoui Ebana","Lamine Yamal","Lamine Yamal",20874,26627,20874,277643,2126,89,95,"2007-07-13T00:00:00.000Z",17,241,"FC Barcelona",53,10,2,"fc-barcelona",10,53,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p277643.png",0,9,7,1028,1,"Left",5,3,5,1,,181,72,"Male",,,"Yes","No",173500000,147000000,126500000,135000,115000,98000,"Finesse Shot, Gamechanger, Incisive Pass, Inventive, First Touch, Quick Step","",86,83,85,89,26,61,"RW","RM",false,false,false,"lamine-yamal-nasraoui-ebana",18,62,56,41,57,87,80,88,86,88,79
